StudentID,Level,Program,Country,Gender,IntakeYear,Status
STU000474,Foundation,Biology,South Korea,Female,2020,Deferred
STU000475,Bachelor,Computer Science,India,Female,2022,Graduated
STU000476,Bachelor,Law,Thailand,Female,2020,Graduated
STU000477,Bachelor,Chemistry,Thailand,Male,2019,Deferred
STU000478,PhD,Mathematics,Thailand,Male,2020,Deferred
STU000479,Bachelor,Business Administration,Vietnam,Female,2023,Graduated
STU000480,Foundation,Biology,Vietnam,Female,2021,Active
STU000481,Foundation,Biology,Philippines,Female,2023,Graduated
STU000482,Diploma,Engineering,India,Female,2023,Graduated
STU000483,Foundation,Physics,Australia,Female,2024,Deferred
STU000484,Foundation,Engineering,Singapore,Male,2022,Deferred
STU000485,Master,Business Administration,United States,Female,2019,Deferred
STU000486,Bachelor,Physics,Australia,Female,2021,Graduated
STU000487,Bachelor,Biology,Malaysia,Female,2020,Deferred
STU000488,Master,Chemistry,China,Female,2020,Active
STU000489,Bachelor,Physics,Thailand,Female,2022,Graduated
STU000490,Diploma,Economics,China,Male,2021,Active
STU000491,PhD,Arts,China,Female,2020,Graduated
STU000492,Master,Economics,United States,Male,2023,Deferred
STU000493,Master,Business Administration,Japan,Female,2019,Deferred
STU000494,Diploma,Economics,Vietnam,Female,2023,Graduated
STU000495,PhD,Economics,United Kingdom,Male,2019,Active
STU000496,PhD,Engineering,Japan,Female,2021,Active
STU000497,PhD,Law,Thailand,Female,2023,Deferred
STU000498,PhD,Mathematics,India,Male,2022,Graduated
STU000499,Bachelor,Chemistry,Canada,Male,2022,Deferred
STU000500,Diploma,Business Administration,Indonesia,Male,2020,Graduated
STU000501,PhD,Engineering,Philippines,Male,2021,Active
STU000502,Foundation,Psychology,United Kingdom,Female,2023,Graduated
STU000503,Bachelor,Medicine,Canada,Male,2020,Deferred
STU000504,Foundation,Physics,China,Male,2019,Deferred
STU000505,Foundation,Business Administration,Singapore,Male,2024,Deferred
STU000506,PhD,Mathematics,Australia,Male,2019,Deferred
STU000507,Diploma,Biology,Canada,Female,2021,Deferred
STU000508,PhD,Business Administration,China,Male,2019,Active
STU000509,Foundation,Economics,Japan,Female,2019,Active
STU000510,Bachelor,Arts,China,Female,2024,Deferred
STU000511,PhD,Arts,Thailand,Female,2021,Deferred
STU000512,Diploma,Computer Science,Philippines,Female,2022,Deferred
STU000513,Bachelor,Arts,United Kingdom,Female,2023,Graduated
STU000514,Bachelor,Law,South Korea,Female,2022,Deferred
STU000515,Diploma,Arts,Canada,Female,2021,Active
STU000516,Bachelor,Mathematics,South Korea,Female,2020,Active
STU000517,Foundation,Psychology,South Korea,Male,2020,Deferred
STU000518,Diploma,Biology,South Korea,Male,2022,Deferred
STU000519,PhD,Economics,Canada,Male,2019,Graduated
STU000520,Bachelor,Biology,Indonesia,Female,2022,Graduated
STU000521,Foundation,Arts,Vietnam,Male,2024,Active
STU000522,Master,Chemistry,Indonesia,Female,2020,Active
STU000523,Master,Law,United States,Female,2022,Graduated
STU000524,PhD,Physics,United States,Male,2020,Deferred
STU000525,Bachelor,Physics,Thailand,Male,2023,Graduated
STU000526,Diploma,Law,Singapore,Male,2024,Active
STU000527,Bachelor,Psychology,Malaysia,Male,2024,Active
STU000528,Diploma,Engineering,South Korea,Female,2021,Deferred
STU000529,PhD,Biology,Thailand,Female,2024,Deferred
STU000530,Bachelor,Physics,India,Female,2023,Deferred
STU000531,Foundation,Law,Singapore,Male,2023,Graduated
STU000532,PhD,Economics,Philippines,Male,2019,Deferred
STU000533,Master,Psychology,United States,Female,2019,Graduated
STU000534,Master,Arts,Indonesia,Female,2023,Graduated
STU000535,Diploma,Medicine,Australia,Male,2024,Deferred
STU000536,PhD,Biology,Malaysia,Male,2022,Deferred
STU000537,Master,Computer Science,Thailand,Female,2020,Graduated
STU000538,Foundation,Computer Science,Vietnam,Female,2021,Active
STU000539,Diploma,Economics,India,Female,2023,Graduated
STU000540,Diploma,Computer Science,Indonesia,Male,2020,Deferred
STU000541,Diploma,Law,Indonesia,Male,2021,Active
STU000542,PhD,Biology,Japan,Male,2021,Graduated
STU000543,Master,Law,Thailand,Male,2024,Deferred
STU000544,Master,Engineering,Singapore,Female,2023,Deferred
STU000545,Bachelor,Law,Malaysia,Female,2021,Active
STU000546,Bachelor,Physics,Vietnam,Male,2020,Graduated
STU000547,Foundation,Chemistry,Vietnam,Male,2022,Deferred
STU000548,PhD,Biology,Japan,Female,2019,Active
STU000549,Master,Engineering,Indonesia,Female,2022,Deferred
STU000550,Diploma,Chemistry,Singapore,Female,2022,Deferred
STU000551,Foundation,Computer Science,Vietnam,Male,2021,Deferred
STU000552,PhD,Computer Science,Canada,Male,2023,Deferred
STU000553,Bachelor,Law,United Kingdom,Female,2022,Active
STU000554,Foundation,Business Administration,United Kingdom,Female,2019,Graduated
STU000555,Foundation,Mathematics,Australia,Male,2020,Active
STU000556,Bachelor,Physics,South Korea,Female,2019,Graduated
STU000557,Master,Economics,Canada,Male,2019,Deferred
STU000558,Diploma,Chemistry,Japan,Female,2024,Graduated
STU000559,Foundation,Economics,Vietnam,Female,2021,Graduated
STU000560,Foundation,Business Administration,Japan,Female,2022,Graduated
STU000561,Diploma,Business Administration,South Korea,Female,2023,Graduated
STU000562,PhD,Business Administration,Canada,Male,2022,Graduated
STU000563,Master,Biology,Canada,Female,2019,Graduated
STU000564,Foundation,Biology,Malaysia,Female,2023,Deferred
STU000565,Master,Mathematics,Singapore,Female,2023,Deferred
STU000566,Foundation,Engineering,Thailand,Female,2024,Active
STU000567,Foundation,Medicine,Vietnam,Female,2022,Graduated
STU000568,Master,Economics,United States,Male,2019,Active
STU000569,Diploma,Law,China,Female,2023,Graduated
STU000570,Bachelor,Law,Canada,Male,2021,Deferred
STU000571,Diploma,Physics,Canada,Male,2022,Graduated
STU000572,Diploma,Business Administration,United States,Female,2019,Deferred
STU000573,Master,Law,Philippines,Female,2024,Graduated
STU000574,Diploma,Physics,South Korea,Male,2019,Graduated
STU000575,PhD,Economics,Japan,Female,2024,Graduated
STU000576,Diploma,Biology,Canada,Female,2022,Graduated
STU000577,PhD,Engineering,Malaysia,Male,2022,Graduated
STU000578,Foundation,Medicine,United States,Female,2019,Active
STU000579,Foundation,Medicine,United Kingdom,Male,2019,Graduated
STU000580,Foundation,Biology,Philippines,Male,2021,Active
STU000581,Master,Business Administration,Singapore,Female,2023,Active
STU000582,Bachelor,Economics,Singapore,Female,2020,Active
STU000583,Bachelor,Physics,China,Male,2020,Graduated
STU000584,Foundation,Chemistry,Indonesia,Male,2019,Active
STU000585,Diploma,Law,South Korea,Male,2022,Active
STU000586,Bachelor,Medicine,Singapore,Male,2024,Graduated
STU000587,PhD,Mathematics,Philippines,Female,2022,Deferred
STU000588,Foundation,Physics,United States,Male,2021,Deferred
STU000589,Master,Economics,United States,Male,2023,Graduated
STU000590,Foundation,Engineering,Vietnam,Male,2021,Deferred
STU000591,Foundation,Biology,United Kingdom,Male,2024,Active
STU000592,PhD,Physics,Indonesia,Male,2022,Deferred
STU000593,Master,Chemistry,United States,Female,2023,Deferred
STU000594,Foundation,Law,Vietnam,Female,2022,Graduated
STU000595,PhD,Arts,Singapore,Male,2021,Graduated
STU000596,Master,Biology,Japan,Female,2022,Active
STU000597,Master,Law,Japan,Male,2022,Active
STU000598,PhD,Business Administration,Vietnam,Male,2023,Graduated
STU000599,Foundation,Medicine,Philippines,Female,2023,Graduated
STU000600,Diploma,Psychology,Japan,Female,2023,Active
STU000601,Diploma,Computer Science,Singapore,Male,2023,Graduated
STU000602,Master,Physics,Vietnam,Female,2022,Graduated
STU000603,Bachelor,Medicine,India,Male,2022,Deferred
STU000604,Diploma,Arts,United Kingdom,Female,2022,Active
STU000605,Bachelor,Physics,United States,Male,2021,Deferred
STU000606,Master,Biology,Indonesia,Male,2024,Graduated
STU000607,Foundation,Engineering,Canada,Female,2021,Graduated
STU000608,Foundation,Medicine,Singapore,Male,2019,Graduated
STU000609,Diploma,Arts,Canada,Male,2023,Graduated
STU000610,Master,Law,United Kingdom,Male,2022,Graduated
STU000611,Diploma,Medicine,China,Female,2021,Active
STU000612,PhD,Psychology,Indonesia,Male,2020,Deferred
STU000613,Master,Law,United Kingdom,Female,2021,Active
STU000614,Foundation,Economics,India,Male,2024,Active
STU000615,Bachelor,Arts,Thailand,Male,2023,Deferred
STU000616,Bachelor,Business Administration,China,Male,2021,Active
STU000617,Master,Business Administration,Australia,Female,2019,Graduated
STU000618,Master,Physics,Philippines,Male,2019,Deferred
STU000619,Bachelor,Law,Singapore,Male,2022,Graduated
STU000620,Master,Psychology,Vietnam,Male,2021,Deferred
STU000621,Bachelor,Business Administration,Vietnam,Male,2024,Graduated
STU000622,PhD,Law,United States,Male,2019,Deferred
STU000623,Diploma,Economics,China,Male,2023,Graduated
STU000624,PhD,Computer Science,India,Male,2023,Deferred
STU000625,Diploma,Medicine,India,Male,2022,Deferred
STU000626,PhD,Economics,Philippines,Female,2023,Deferred
STU000627,PhD,Medicine,South Korea,Female,2020,Active
STU000628,Diploma,Engineering,Indonesia,Male,2023,Graduated
STU000629,PhD,Biology,South Korea,Male,2022,Deferred
STU000630,Foundation,Medicine,China,Male,2024,Active
STU000631,Diploma,Economics,Australia,Female,2020,Deferred
STU000632,Master,Psychology,Japan,Male,2019,Graduated
STU000633,PhD,Economics,Canada,Female,2022,Deferred
STU000634,Bachelor,Engineering,Thailand,Male,2020,Graduated
STU000635,Diploma,Economics,Malaysia,Female,2019,Active
STU000636,PhD,Chemistry,Japan,Male,2020,Deferred
STU000637,Diploma,Chemistry,United Kingdom,Female,2022,Active
STU000638,PhD,Economics,Indonesia,Female,2019,Active
STU000639,Master,Engineering,Malaysia,Male,2021,Graduated
STU000640,PhD,Physics,South Korea,Male,2019,Deferred
STU000641,Bachelor,Business Administration,China,Male,2020,Graduated
STU000642,Master,Engineering,Philippines,Female,2023,Active
STU000643,PhD,Engineering,Japan,Female,2021,Deferred
STU000644,Bachelor,Business Administration,Malaysia,Female,2020,Active
STU000645,Diploma,Business Administration,South Korea,Female,2022,Deferred
STU000646,Bachelor,Biology,Malaysia,Male,2019,Graduated
STU000647,Foundation,Chemistry,United Kingdom,Male,2023,Graduated
STU000648,Diploma,Mathematics,Singapore,Male,2024,Deferred
STU000649,Diploma,Psychology,Singapore,Male,2022,Active
STU000650,Foundation,Economics,South Korea,Male,2021,Graduated
STU000651,PhD,Psychology,South Korea,Male,2023,Graduated
STU000652,Master,Business Administration,Japan,Male,2022,Graduated
STU000653,Master,Biology,Japan,Female,2021,Deferred
STU000654,Master,Biology,Vietnam,Female,2022,Deferred
STU000655,Bachelor,Psychology,Australia,Male,2021,Active
STU000656,Master,Medicine,Malaysia,Female,2021,Deferred
STU000657,Foundation,Economics,Singapore,Male,2021,Active
STU000658,PhD,Biology,Canada,Male,2023,Active
STU000659,Bachelor,Mathematics,China,Female,2021,Active
STU000660,Master,Physics,Indonesia,Male,2020,Active
STU000661,Diploma,Medicine,Thailand,Female,2022,Deferred
STU000662,Bachelor,Psychology,Vietnam,Female,2022,Active
STU000663,Diploma,Engineering,Australia,Male,2022,Active
STU000664,Master,Biology,Singapore,Male,2020,Deferred
STU000665,Bachelor,Psychology,United Kingdom,Male,2020,Active
STU000666,PhD,Physics,South Korea,Female,2021,Graduated
STU000667,Foundation,Engineering,United States,Female,2019,Active
STU000668,Diploma,Law,India,Female,2022,Active
STU000669,Foundation,Mathematics,Canada,Female,2022,Graduated
STU000670,Master,Chemistry,Vietnam,Male,2022,Graduated
STU000671,Foundation,Arts,Philippines,Female,2019,Deferred
STU000672,Foundation,Law,United States,Male,2022,Graduated
STU000673,Master,Arts,Australia,Male,2019,Active
STU000674,Bachelor,Law,Canada,Female,2019,Active
STU000675,Diploma,Economics,India,Female,2021,Graduated
STU000676,Diploma,Arts,United Kingdom,Male,2020,Active
STU000677,Foundation,Computer Science,Japan,Female,2024,Deferred
STU000678,Bachelor,Arts,India,Male,2020,Graduated
STU000679,Diploma,Law,Canada,Female,2020,Graduated
STU000680,Diploma,Economics,Canada,Female,2024,Active
STU000681,PhD,Biology,Japan,Female,2022,Deferred
STU000682,Bachelor,Law,United States,Female,2024,Active
STU000683,Master,Engineering,Indonesia,Male,2022,Graduated
STU000684,PhD,Engineering,Malaysia,Female,2019,Active
STU000685,Foundation,Engineering,United States,Male,2023,Graduated
STU000686,PhD,Medicine,Singapore,Female,2024,Deferred
STU000687,Master,Economics,Australia,Female,2022,Active
STU000688,Bachelor,Medicine,China,Female,2021,Active
STU000689,Master,Psychology,Australia,Male,2019,Graduated
STU000690,PhD,Physics,Japan,Female,2022,Graduated
STU000691,PhD,Medicine,United Kingdom,Female,2021,Active
STU000692,Master,Psychology,Vietnam,Male,2021,Active
STU000693,Bachelor,Business Administration,United Kingdom,Female,2021,Graduated
STU000694,Diploma,Law,South Korea,Female,2024,Active
STU000695,PhD,Engineering,Thailand,Female,2024,Deferred
STU000696,Master,Law,Vietnam,Male,2023,Active
STU000697,PhD,Economics,Indonesia,Male,2023,Deferred
STU000698,Bachelor,Arts,United States,Female,2024,Deferred
STU000699,Master,Economics,China,Male,2024,Active
STU000700,Master,Engineering,United Kingdom,Female,2021,Active
STU000701,Foundation,Arts,Thailand,Male,2022,Deferred
STU000702,Diploma,Engineering,Canada,Male,2021,Active
STU000703,Bachelor,Business Administration,Japan,Male,2022,Graduated
STU000704,Bachelor,Computer Science,Vietnam,Female,2020,Active
STU000705,Foundation,Law,Malaysia,Male,2019,Active
STU000706,Foundation,Arts,Canada,Male,2022,Active
STU000707,Bachelor,Business Administration,India,Male,2021,Active
STU000708,Diploma,Mathematics,Thailand,Female,2024,Active
STU000709,Bachelor,Chemistry,Indonesia,Female,2023,Deferred
STU000710,PhD,Psychology,United States,Male,2019,Active
STU000711,Foundation,Law,Malaysia,Male,2020,Graduated
STU000712,Bachelor,Biology,Indonesia,Female,2021,Deferred
STU000713,Diploma,Arts,Vietnam,Female,2019,Active
STU000714,PhD,Chemistry,Malaysia,Female,2019,Active
STU000715,Master,Engineering,Singapore,Female,2019,Graduated
STU000716,Diploma,Chemistry,China,Male,2022,Deferred
STU000717,Diploma,Engineering,South Korea,Female,2020,Deferred
STU000718,Master,Psychology,Vietnam,Female,2020,Active
STU000719,PhD,Medicine,South Korea,Male,2020,Active
STU000720,Foundation,Physics,Singapore,Male,2023,Graduated
STU000721,PhD,Arts,India,Female,2019,Deferred
STU000722,Diploma,Physics,Japan,Female,2022,Graduated
STU000723,Master,Physics,Indonesia,Female,2023,Deferred
STU000724,PhD,Business Administration,Australia,Male,2024,Active
STU000725,Master,Law,Canada,Male,2021,Graduated
STU000726,Diploma,Physics,India,Female,2019,Deferred
STU000727,Diploma,Biology,Philippines,Male,2022,Graduated
STU000728,PhD,Law,Japan,Female,2023,Graduated
STU000729,Master,Biology,Canada,Female,2020,Graduated
STU000730,PhD,Physics,Australia,Male,2020,Deferred
STU000731,Bachelor,Computer Science,Canada,Male,2021,Graduated
STU000732,Master,Medicine,United States,Female,2019,Active
STU000733,Master,Engineering,United Kingdom,Male,2019,Deferred
STU000734,Diploma,Mathematics,Vietnam,Female,2024,Active
STU000735,Diploma,Medicine,China,Female,2024,Deferred
STU000736,PhD,Arts,Australia,Male,2022,Active
STU000737,Diploma,Computer Science,United Kingdom,Female,2023,Deferred
STU000738,Master,Law,Vietnam,Male,2023,Deferred
STU000739,Diploma,Biology,Canada,Female,2021,Active
STU000740,Master,Mathematics,United Kingdom,Male,2019,Deferred
STU000741,PhD,Biology,Philippines,Male,2021,Active
STU000742,Master,Engineering,China,Female,2024,Deferred
STU000743,Master,Economics,Vietnam,Female,2020,Active
STU000744,Diploma,Psychology,Australia,Male,2020,Deferred
STU000745,Master,Physics,Indonesia,Male,2022,Deferred
STU000746,PhD,Physics,India,Female,2021,Active
STU000747,Foundation,Chemistry,Canada,Male,2020,Deferred
STU000748,Foundation,Law,Vietnam,Male,2020,Active
STU000749,Bachelor,Computer Science,Philippines,Male,2022,Deferred
STU000750,Foundation,Mathematics,Australia,Male,2023,Active
STU000751,Master,Computer Science,Philippines,Female,2023,Deferred
STU000752,Bachelor,Psychology,Thailand,Female,2022,Graduated
STU000753,Foundation,Physics,Japan,Male,2020,Deferred
STU000754,PhD,Economics,Australia,Female,2020,Active
STU000755,Diploma,Business Administration,Canada,Male,2021,Active
STU000756,Diploma,Economics,Philippines,Female,2020,Active
STU000757,Bachelor,Arts,China,Male,2019,Graduated
STU000758,PhD,Biology,Singapore,Female,2023,Graduated
STU000759,PhD,Medicine,China,Male,2020,Deferred
STU000760,Bachelor,Business Administration,Vietnam,Female,2024,Deferred
STU000761,Master,Mathematics,Philippines,Female,2024,Graduated
STU000762,PhD,Chemistry,Canada,Female,2024,Deferred
STU000763,Bachelor,Chemistry,Canada,Female,2022,Active
STU000764,Master,Computer Science,Philippines,Female,2019,Graduated
STU000765,PhD,Computer Science,Indonesia,Male,2020,Graduated
STU000766,Foundation,Economics,India,Male,2020,Deferred
STU000767,Bachelor,Computer Science,India,Female,2024,Active
STU000768,Diploma,Psychology,Canada,Female,2020,Active
STU000769,Bachelor,Chemistry,South Korea,Male,2019,Graduated
STU000770,Diploma,Medicine,Philippines,Male,2022,Deferred
STU000771,PhD,Physics,Philippines,Female,2019,Active
STU000772,Master,Physics,Thailand,Female,2021,Deferred
STU000773,Bachelor,Biology,China,Male,2022,Active
STU000774,Master,Medicine,United States,Female,2024,Graduated
STU000775,PhD,Mathematics,United States,Male,2024,Active
STU000776,Bachelor,Physics,Vietnam,Female,2019,Graduated
STU000777,Diploma,Economics,Japan,Male,2022,Deferred
STU000778,Master,Biology,India,Male,2023,Active
STU000779,PhD,Biology,India,Female,2022,Graduated
STU000780,Foundation,Computer Science,China,Female,2024,Active
STU000781,Master,Physics,Vietnam,Female,2023,Active
STU000782,PhD,Engineering,Singapore,Female,2022,Active
STU000783,Diploma,Arts,Malaysia,Female,2019,Deferred
STU000784,Diploma,Economics,Singapore,Male,2023,Active
STU000785,Foundation,Medicine,China,Female,2019,Graduated
STU000786,Foundation,Computer Science,Japan,Male,2019,Active
STU000787,Diploma,Engineering,Canada,Male,2019,Graduated
STU000788,PhD,Computer Science,Thailand,Female,2020,Deferred
STU000789,PhD,Arts,Canada,Male,2024,Active
STU000790,Diploma,Biology,Thailand,Male,2019,Active
STU000791,Foundation,Computer Science,United Kingdom,Female,2024,Active
STU000792,PhD,Computer Science,Philippines,Male,2021,Graduated
STU000793,Master,Chemistry,Japan,Female,2019,Active
STU000794,Bachelor,Computer Science,Australia,Female,2024,Active
STU000795,Master,Mathematics,Malaysia,Female,2022,Graduated
STU000796,Diploma,Engineering,South Korea,Female,2021,Graduated
STU000797,Diploma,Mathematics,Japan,Female,2024,Active
STU000798,Foundation,Economics,Singapore,Male,2023,Active
STU000799,Master,Economics,Australia,Female,2023,Graduated
STU000800,Diploma,Business Administration,Malaysia,Female,2019,Active
STU000801,Foundation,Law,Australia,Male,2023,Deferred
STU000802,Foundation,Physics,United Kingdom,Female,2020,Deferred
STU000803,Diploma,Biology,Singapore,Female,2023,Active
STU000804,Master,Engineering,Malaysia,Female,2020,Deferred
STU000805,Diploma,Engineering,South Korea,Female,2020,Graduated
STU000806,Bachelor,Psychology,Australia,Male,2020,Graduated
STU000807,Bachelor,Mathematics,Malaysia,Male,2023,Graduated
STU000808,PhD,Arts,India,Male,2022,Deferred
STU000809,Master,Arts,Singapore,Female,2023,Graduated
STU000810,Diploma,Biology,Canada,Female,2022,Graduated
STU000811,Foundation,Mathematics,Singapore,Male,2020,Deferred
STU000812,Diploma,Engineering,South Korea,Male,2019,Active
STU000813,Foundation,Arts,China,Male,2021,Graduated
STU000814,Master,Economics,Thailand,Female,2022,Active
STU000815,PhD,Law,United States,Female,2020,Deferred
STU000816,Master,Computer Science,United States,Male,2024,Active
STU000817,PhD,Arts,United Kingdom,Female,2024,Deferred
STU000818,PhD,Engineering,South Korea,Male,2019,Graduated
STU000819,PhD,Biology,Vietnam,Male,2022,Active
STU000820,Diploma,Business Administration,China,Female,2023,Active
STU000821,PhD,Medicine,Canada,Female,2024,Active
STU000822,Diploma,Economics,Australia,Female,2020,Graduated
STU000823,Diploma,Chemistry,Indonesia,Female,2022,Graduated
STU000824,Foundation,Psychology,China,Male,2021,Active
STU000825,Foundation,Law,Canada,Male,2022,Active
STU000826,Foundation,Medicine,Thailand,Male,2023,Deferred
STU000827,PhD,Mathematics,Philippines,Male,2023,Graduated
STU000828,Bachelor,Mathematics,China,Male,2022,Active
STU000829,Master,Business Administration,Japan,Female,2024,Active
STU000830,PhD,Business Administration,China,Female,2019,Deferred
STU000831,Master,Economics,Australia,Male,2024,Active
STU000832,Bachelor,Mathematics,Malaysia,Female,2024,Active
STU000833,Diploma,Psychology,Philippines,Female,2021,Deferred
STU000834,Master,Economics,Japan,Male,2020,Active
STU000835,PhD,Economics,South Korea,Female,2020,Graduated
STU000836,PhD,Biology,Canada,Male,2023,Graduated
STU000837,Bachelor,Biology,Malaysia,Female,2021,Graduated
STU000838,Bachelor,Medicine,Singapore,Female,2024,Active
STU000839,Diploma,Arts,Thailand,Female,2024,Graduated
STU000840,Bachelor,Physics,Japan,Female,2023,Deferred
STU000841,Bachelor,Economics,United Kingdom,Male,2020,Graduated
STU000842,Diploma,Computer Science,Indonesia,Female,2024,Graduated
STU000843,PhD,Economics,Singapore,Female,2019,Graduated
STU000844,Bachelor,Economics,China,Male,2022,Active
STU000845,Foundation,Engineering,Australia,Male,2024,Deferred
STU000846,Diploma,Computer Science,India,Female,2023,Deferred
STU000847,Diploma,Medicine,United Kingdom,Male,2021,Graduated
STU000848,Diploma,Mathematics,South Korea,Female,2019,Active
STU000849,Bachelor,Business Administration,Vietnam,Male,2021,Graduated
STU000850,Bachelor,Mathematics,United States,Female,2024,Active
STU000851,Diploma,Business Administration,Vietnam,Female,2021,Deferred
STU000852,Bachelor,Medicine,Japan,Female,2020,Deferred
STU000853,Bachelor,Computer Science,India,Male,2022,Graduated
STU000854,Diploma,Computer Science,Indonesia,Female,2020,Deferred
STU000855,PhD,Chemistry,China,Female,2019,Deferred
STU000856,Master,Business Administration,China,Male,2021,Active
STU000857,Foundation,Arts,United States,Female,2021,Deferred
STU000858,PhD,Economics,Vietnam,Male,2024,Active
STU000859,Bachelor,Engineering,Vietnam,Male,2023,Deferred
STU000860,Bachelor,Chemistry,South Korea,Male,2021,Active
STU000861,Foundation,Computer Science,Thailand,Male,2024,Active
STU000862,Foundation,Law,Singapore,Female,2021,Deferred
STU000863,Diploma,Biology,Australia,Male,2020,Graduated
STU000864,Foundation,Law,Thailand,Male,2019,Graduated
STU000865,Diploma,Arts,United Kingdom,Male,2023,Active
STU000866,Bachelor,Biology,Vietnam,Female,2019,Active
STU000867,Master,Medicine,Thailand,Male,2024,Active
STU000868,Foundation,Physics,United Kingdom,Female,2019,Active
STU000869,Master,Arts,United States,Male,2024,Deferred
STU000870,Bachelor,Computer Science,Australia,Male,2022,Graduated
STU000871,Diploma,Mathematics,India,Male,2019,Graduated
STU000872,Bachelor,Engineering,Canada,Male,2019,Active
STU000873,Diploma,Psychology,Canada,Male,2021,Deferred
STU000874,PhD,Computer Science,United States,Male,2021,Deferred
STU000875,Foundation,Law,South Korea,Male,2021,Active
STU000876,Diploma,Psychology,Thailand,Male,2024,Active
STU000877,PhD,Medicine,Philippines,Female,2021,Graduated
STU000878,Diploma,Business Administration,India,Female,2021,Active
STU000879,Diploma,Psychology,Philippines,Female,2023,Graduated
STU000880,PhD,Business Administration,United States,Female,2020,Graduated
STU000881,Bachelor,Arts,Thailand,Male,2022,Graduated
STU000882,PhD,Economics,Vietnam,Female,2021,Deferred
STU000883,Diploma,Mathematics,Indonesia,Male,2020,Graduated
STU000884,Foundation,Economics,Thailand,Female,2023,Graduated
STU000885,Diploma,Business Administration,Australia,Female,2019,Deferred
STU000886,Diploma,Psychology,South Korea,Male,2024,Active
STU000887,Foundation,Medicine,United States,Male,2022,Graduated
STU000888,Foundation,Psychology,Indonesia,Female,2019,Graduated
STU000889,Master,Chemistry,Philippines,Male,2019,Active
STU000890,Foundation,Biology,Japan,Female,2023,Deferred
STU000891,PhD,Chemistry,United States,Male,2024,Deferred
STU000892,Master,Economics,Vietnam,Male,2023,Graduated
STU000893,Master,Computer Science,China,Male,2024,Graduated
STU000894,Diploma,Arts,Malaysia,Female,2020,Deferred
STU000895,Diploma,Arts,India,Female,2022,Graduated
STU000896,Foundation,Mathematics,Thailand,Male,2024,Deferred
STU000897,Diploma,Medicine,Australia,Male,2023,Graduated
STU000898,Foundation,Biology,Thailand,Female,2020,Deferred
STU000899,Master,Business Administration,United Kingdom,Female,2019,Deferred
STU000900,Master,Medicine,Philippines,Male,2024,Deferred
STU000901,Foundation,Arts,Singapore,Male,2020,Active
STU000902,Foundation,Physics,South Korea,Female,2021,Active
STU000903,Bachelor,Physics,Vietnam,Male,2019,Deferred
STU000904,Bachelor,Engineering,Australia,Male,2021,Active
STU000905,Master,Arts,Canada,Male,2020,Graduated
STU000906,Diploma,Business Administration,Malaysia,Male,2020,Deferred
STU000907,Master,Medicine,United Kingdom,Male,2024,Active
STU000908,PhD,Economics,Malaysia,Male,2023,Graduated
STU000909,Foundation,Business Administration,South Korea,Female,2022,Active
STU000910,Diploma,Chemistry,Japan,Male,2019,Deferred
STU000911,PhD,Economics,Malaysia,Male,2024,Graduated
STU000912,Bachelor,Chemistry,United Kingdom,Female,2022,Active
STU000913,Master,Computer Science,Vietnam,Male,2023,Deferred
STU000914,Master,Physics,Canada,Female,2024,Active
STU000915,Bachelor,Arts,Canada,Female,2022,Graduated
STU000916,Bachelor,Psychology,India,Male,2022,Deferred
STU000917,PhD,Law,South Korea,Male,2021,Active
STU000918,Bachelor,Physics,China,Female,2024,Graduated
STU000919,Diploma,Biology,Japan,Female,2023,Active
STU000920,Master,Biology,Philippines,Female,2023,Graduated
STU000921,Foundation,Medicine,Thailand,Male,2023,Graduated
STU000922,Master,Engineering,China,Male,2024,Deferred
STU000923,Foundation,Computer Science,China,Male,2023,Graduated
STU000924,PhD,Psychology,India,Male,2023,Deferred
STU000925,Diploma,Chemistry,United Kingdom,Male,2022,Active
STU000926,Foundation,Engineering,Vietnam,Male,2023,Active
STU000927,Bachelor,Engineering,Vietnam,Male,2024,Active
STU000928,Foundation,Mathematics,Thailand,Female,2022,Active
STU000929,Master,Physics,Thailand,Male,2019,Deferred
STU000930,Diploma,Biology,South Korea,Female,2024,Deferred
STU000931,Diploma,Chemistry,Japan,Male,2021,Graduated
STU000932,Diploma,Business Administration,China,Female,2023,Deferred
STU000933,Foundation,Law,Malaysia,Male,2019,Deferred
STU000934,Bachelor,Medicine,South Korea,Female,2020,Deferred
STU000935,Master,Chemistry,India,Female,2023,Active
STU000936,Master,Psychology,United States,Male,2022,Deferred
STU000937,Bachelor,Chemistry,Vietnam,Female,2019,Graduated
STU000938,Bachelor,Biology,Indonesia,Male,2020,Deferred
STU000939,Diploma,Physics,Thailand,Female,2019,Active
STU000940,Bachelor,Business Administration,South Korea,Female,2024,Deferred
STU000941,Master,Arts,Singapore,Male,2021,Active
STU000942,Master,Law,Thailand,Male,2020,Active
STU000943,Master,Business Administration,China,Male,2023,Deferred
STU000944,PhD,Business Administration,South Korea,Female,2021,Active
STU000945,Master,Economics,Thailand,Male,2021,Deferred
STU000946,Foundation,Biology,Thailand,Female,2022,Deferred
STU000947,Master,Physics,Indonesia,Male,2019,Active
STU000948,Foundation,Mathematics,Vietnam,Female,2019,Active
STU000949,Foundation,Arts,Philippines,Female,2022,Active
STU000950,Diploma,Economics,Singapore,Male,2024,Active
STU000951,Master,Medicine,China,Male,2021,Graduated
